Full Journal Title	Journal Impact Factor
Journal of the American Association for Laboratory Animal Science	1.195
MICROSYSTEM TECHNOLOGIES-MICRO-AND NANOSYSTEMS-INFORMATION STORAGE AND PROCESSING SYSTEMS	1.195
Revista Portuguesa de Cardiologia	1.195
STRUCTURAL DESIGN OF TALL AND SPECIAL BUILDINGS	1.195
AMEGHINIANA	1.194
Child Indicators Research	1.194
HERPETOZOA	1.194
IET Intelligent Transport Systems	1.194
JOURNAL OF DRUG DELIVERY SCIENCE AND TECHNOLOGY	1.194
OXFORD REVIEW OF ECONOMIC POLICY	1.194
URBAN EDUCATION	1.194
Arquivos Brasileiros de Endocrinologia e Metabologia	1.193
LANGUAGE SPEECH AND HEARING SERVICES IN SCHOOLS	1.193
LANGUAGE SPEECH AND HEARING SERVICES IN SCHOOLS	1.193
Cliometrica	1.192
EUROPEAN JOURNAL OF OPHTHALMOLOGY	1.192
JOURNAL OF PERFORMANCE OF CONSTRUCTED FACILITIES	1.192
NONLINEAR ANALYSIS-THEORY METHODS & APPLICATIONS	1.192
Advances in Botanical Research	1.191
COMMUNICATIONS IN CONTEMPORARY MATHEMATICS	1.191
GEORGE WASHINGTON LAW REVIEW	1.191
Journal of Disability Policy Studies	1.191
Science of Nature	1.191
Anatolian Journal of Cardiology	1.190
JOURNAL OF SOLAR ENERGY ENGINEERING-TRANSACTIONS OF THE ASME	1.190
JOURNAL OF VECTOR BORNE DISEASES	1.190
PSYCHOLOGY IN THE SCHOOLS	1.190
JOURNAL OF ORGANIZATIONAL BEHAVIOR MANAGEMENT	1.189
Journal of Medical Imaging and Radiation Oncology	1.189
RARE METALS	1.189
Standards in Genomic Sciences	1.189
EPISODES	1.188
GRAPHICAL MODELS	1.188
IEEE TRANSACTIONS ON ENGINEERING MANAGEMENT	1.188
IEEE TRANSACTIONS ON ENGINEERING MANAGEMENT	1.188
JOURNAL OF BIOSOCIAL SCIENCE	1.188
Journal of Neuroscience Psychology and Economics	1.188
MICROGRAVITY SCIENCE AND TECHNOLOGY	1.188
Sexual and Relationship Therapy	1.188
GEOMETRY & TOPOLOGY	1.187
IET Microwaves Antennas & Propagation	1.187
JOURNAL OF HEALTH POPULATION AND NUTRITION	1.187
Arquivos Brasileiros de Cardiologia	1.186
Energy Efficiency	1.186
Energy Efficiency	1.186
JOURNAL OF FAMILY THERAPY	1.186
HARVARD CIVIL RIGHTS-CIVIL LIBERTIES LAW REVIEW	1.185
Journal of Toxicologic Pathology	1.185
LIBRARY & INFORMATION SCIENCE RESEARCH	1.185
PROSTHETICS AND ORTHOTICS INTERNATIONAL	1.185
Revista de Educacion	1.185
Seminars in Ophthalmology	1.185
ECS Solid State Letters	1.184
Oil & Gas Science and Technology-Revue d IFP Energies nouvelles	1.184
ACI MATERIALS JOURNAL	1.183
Developmental Neurorehabilitation	1.183
INTERNATIONAL JOURNAL OF INTERCULTURAL RELATIONS	1.183
NEFROLOGIA	1.183
Advances in Calculus of Variations	1.182
Cognitive Systems Research	1.182
Cognitive Systems Research	1.182
ECONOMIC THEORY	1.182
ICHNOS-AN INTERNATIONAL JOURNAL FOR PLANT AND ANIMAL TRACES	1.182
Korean Journal of Orthodontics	1.182
Actas Urologicas Espanolas	1.181
COUNSELING PSYCHOLOGIST	1.181
INDOOR AND BUILT ENVIRONMENT	1.181
PEDIATRIC SURGERY INTERNATIONAL	1.181
SYSTEMATIC PARASITOLOGY	1.181
CyTA-Journal of Food	1.180
EXPERT SYSTEMS	1.180
Journal of Superconductivity and Novel Magnetism	1.180
Advances in Clinical and Experimental Medicine	1.179
DISTRIBUTED AND PARALLEL DATABASES	1.179
HIGH PERFORMANCE POLYMERS	1.179
International Journal of Mental Health and Addiction	1.179
International Journal of Mental Health and Addiction	1.179
International Journal of Speech-Language Pathology	1.179
International Journal of Speech-Language Pathology	1.179
Journal of Housing and the Built Environment	1.178
TURKISH JOURNAL OF EARTH SCIENCES	1.178
European Journal of Ageing	1.177
International Journal of Ophthalmology	1.177
Marine Ecology-An Evolutionary Perspective	1.177
Marine and Coastal Fisheries	1.177
COMPUTERS & GRAPHICS-UK	1.176
Spatial Statistics	1.176
Systems Biology in Reproductive Medicine	1.176
VETERINARY QUARTERLY	1.176
BULLETIN OF GEOSCIENCES	1.175
CHINESE JOURNAL OF CHEMICAL ENGINEERING	1.174
INTERNATIONAL JOURNAL OF PSYCHIATRY IN CLINICAL PRACTICE	1.174
IOWA LAW REVIEW	1.174
Journal of Hydrodynamics	1.174
CUTIS	1.173
INFORMS JOURNAL ON COMPUTING	1.173
SERVICE INDUSTRIES JOURNAL	1.172
AMERICAN JOURNAL OF SPEECH-LANGUAGE PATHOLOGY	1.171
AMERICAN JOURNAL OF SPEECH-LANGUAGE PATHOLOGY	1.171
AUSTRALASIAN PHYSICAL & ENGINEERING SCIENCES IN MEDICINE	1.171
Clinics	1.171
IEEE TRANSACTIONS ON NUCLEAR SCIENCE	1.171
INTERNATIONAL JOURNAL OF MODERN PHYSICS C	1.171
JOURNAL OF VETERINARY EMERGENCY AND CRITICAL CARE	1.171
JOURNAL OF VISUAL LANGUAGES AND COMPUTING	1.171
AGROFORESTRY SYSTEMS	1.170
Building Simulation	1.170
Fundamental and Applied Limnology	1.170
GENERAL PHYSIOLOGY AND BIOPHYSICS	1.170
Journal of Pipeline Systems Engineering and Practice	1.170
Letters in Drug Design & Discovery	1.170
Nursing & Health Sciences	1.170
Nursing & Health Sciences	1.170
IEEE INDUSTRY APPLICATIONS MAGAZINE	1.169
INTERNATIONAL JOURNAL OF ARTIFICIAL ORGANS	1.169
Palaeoworld	1.169
Tissue Engineering and Regenerative Medicine	1.169
EPILEPTIC DISORDERS	1.168
INDUSTRIAL HEALTH	1.168
CHINESE JOURNAL OF PHYSIOLOGY	1.167
EUROPEAN JOURNAL OF ENTOMOLOGY	1.167
Engineering Applications of Computational Fluid Mechanics	1.167
Health Policy and Technology	1.167
Journal of Global Information Technology Management	1.167
Nature + Culture	1.167
Progress in Tumor Research	1.167
Spatial Cognition and Computation	1.167
Translational Cancer Research	1.167
ARCTIC	1.165
FIRE SAFETY JOURNAL	1.165
IET Optoelectronics	1.165
JOURNAL OF WOOD SCIENCE	1.165
MODERN PHYSICS LETTERS A	1.165
Applied Neuropsychology-Child	1.164
International Journal of Antennas and Propagation	1.164
Journal of Veterinary Science	1.164
World Journal of Pediatrics	1.164
E & M Ekonomie a Management	1.163
MICROELECTRONICS JOURNAL	1.163
SOCIO-ECONOMIC PLANNING SCIENCES	1.163
SOCIO-ECONOMIC PLANNING SCIENCES	1.163
Transport	1.163
CLINICAL AND EXPERIMENTAL HYPERTENSION	1.162
ENTOMOLOGIA EXPERIMENTALIS ET APPLICATA	1.162
International Journal of Cultural Policy	1.162
JOURNAL OF AGRICULTURAL & ENVIRONMENTAL ETHICS	1.162
JOURNAL OF AGRICULTURAL & ENVIRONMENTAL ETHICS	1.162
Journal of Choice Modelling	1.162
NEMATOLOGY	1.162
ANNALES DE LIMNOLOGIE-INTERNATIONAL JOURNAL OF LIMNOLOGY	1.161
DIAGNOSTIC CYTOPATHOLOGY	1.161
JOURNAL OF DRUG ISSUES	1.161
Marine Biology Research	1.161
Revista da Sociedade Brasileira de Medicina Tropical	1.161
ACTA PARASITOLOGICA	1.160
BIOTECHNOLOGY AND BIOPROCESS ENGINEERING	1.160
DEATH STUDIES	1.160
Ethnography	1.160
Homeopathy	1.160
JOURNAL OF PLASMA PHYSICS	1.160
ACTA BIOCHIMICA POLONICA	1.159
EUROPEAN JOURNAL OF INDUSTRIAL RELATIONS	1.159
INTERNATIONAL JOURNAL OF PEDIATRIC OTORHINOLARYNGOLOGY	1.159
Journal of Hand Therapy	1.159
MARINE GEORESOURCES & GEOTECHNOLOGY	1.159
METEOROLOGY AND ATMOSPHERIC PHYSICS	1.159
QUALITATIVE INQUIRY	1.159
GENE EXPRESSION PATTERNS	1.158
Journal of Pediatric Nursing-Nursing Care of Children & Families	1.158
Journal of Pediatric Nursing-Nursing Care of Children & Families	1.158
PROCEEDINGS OF THE ROYAL SOCIETY OF EDINBURGH SECTION A-MATHEMATICS	1.158
Service Science	1.158
Teachers and Teaching	1.158
URBAN GEOGRAPHY	1.158
ARCHIVES OF MECHANICS	1.157
MATHEMATICS OF OPERATIONS RESEARCH	1.157
Bulletin of the Polish Academy of Sciences-Technical Sciences	1.156
ECONOMIC AND INDUSTRIAL DEMOCRACY	1.156
INTERNATIONAL JOURNAL OF PARALLEL PROGRAMMING	1.156
International Journal of Heritage Studies	1.156
MAGAZINE OF CONCRETE RESEARCH	1.156
MAGNESIUM RESEARCH	1.156
Medicina Oral Patologia Oral y Cirugia Bucal	1.156
THIRD WORLD QUARTERLY	1.156
ELECTRONICS LETTERS	1.155
MATERIALS TECHNOLOGY	1.155
COMMUNITY MENTAL HEALTH JOURNAL	1.154
Chinese Geographical Science	1.154
PSYCHOLOGISCHE RUNDSCHAU	1.154
Canadian Respiratory Journal	1.153
IEEE Consumer Electronics Magazine	1.153
INDIAN PEDIATRICS	1.152
Comparative Cytogenetics	1.151
ELEMENTARY SCHOOL JOURNAL	1.151
JOURNAL OF URBAN AFFAIRS	1.151
ANALYTICAL LETTERS	1.150
Energy Sources Part B-Economics Planning and Policy	1.150
KAOHSIUNG JOURNAL OF MEDICAL SCIENCES	1.150
SEMINARS IN INTERVENTIONAL RADIOLOGY	1.150
Clinical and Experimental Otorhinolaryngology	1.149
Indian Journal of Medical Microbiology	1.149
MOUNTAIN RESEARCH AND DEVELOPMENT	1.149
Ostomy Wound Management	1.149
ACTA PETROLOGICA SINICA	1.148
JOURNAL OF APPLIED ANIMAL WELFARE SCIENCE	1.148
Journal of Medical Biochemistry	1.148
Journal of Vacation Marketing	1.148
AEU-INTERNATIONAL JOURNAL OF ELECTRONICS AND COMMUNICATIONS	1.147
Bundesgesundheitsblatt-Gesundheitsforschung-Gesundheitsschutz	1.147
GENETICS AND MOLECULAR BIOLOGY	1.147
JOURNAL OF ECONOMIC THEORY	1.147
MICROSCOPY RESEARCH AND TECHNIQUE	1.147
Primary Health Care Research and Development	1.147
Tourist Studies	1.147
COGNITIVE NEUROPSYCHOLOGY	1.146
COGNITIVE NEUROPSYCHOLOGY	1.146
JOURNAL OF PROFESSIONAL NURSING	1.146
JOURNAL OF PROFESSIONAL NURSING	1.146
Journal of School Nursing	1.146
Journal of School Nursing	1.146
NUCLEAR DATA SHEETS	1.146
AMERICAN HISTORICAL REVIEW	1.145
ANNALS OF VASCULAR SURGERY	1.145
Clinical Child Psychology and Psychiatry	1.145
Clinical Child Psychology and Psychiatry	1.145
DISABILITY & SOCIETY	1.145
Eksploatacja i Niezawodnosc-Maintenance and Reliability	1.145
PHYSICS AND CHEMISTRY OF LIQUIDS	1.145
International Journal of Aerospace Engineering	1.144
JOURNAL OF POROUS MEDIA	1.144
JOURNAL OF PROPULSION AND POWER	1.144
Nuclear Engineering and Technology	1.144
Water Policy	1.144
ZEITSCHRIFT FUR ANORGANISCHE UND ALLGEMEINE CHEMIE	1.144
English World-Wide	1.143
Journal of Refugee Studies	1.143
Journal of Vascular Surgery-Venous and Lymphatic Disorders	1.143
Methodology-European Journal of Research Methods for the Behavioral and Social Sciences	1.143
Nursing Inquiry	1.143
Nursing Inquiry	1.143
ORTHOPEDICS	1.143
SOUTH AFRICAN JOURNAL OF WILDLIFE RESEARCH	1.143
South American Journal of Herpetology	1.143
Water Quality Exposure and Health	1.143
GERIATRIC NURSING	1.142
GERIATRIC NURSING	1.142
GFF	1.142
NUCLEAR ENGINEERING AND DESIGN	1.142
PROCEEDINGS OF THE GEOLOGISTS ASSOCIATION	1.142
Canadian Journal of Urology	1.141
International Journal of Circumpolar Health	1.141
International Journal of Circumpolar Health	1.141
JOURNAL OF CONTEMPORARY ASIA	1.141
JOURNAL OF ENGINEERING MATERIALS AND TECHNOLOGY-TRANSACTIONS OF THE ASME	1.141
Magnetic Resonance in Medical Sciences	1.141
ANALES DE PEDIATRIA	1.140
International Journal of Computational Intelligence Systems	1.140
DESIGNED MONOMERS AND POLYMERS	1.139
ECOLOGICAL MANAGEMENT & RESTORATION	1.139
INTERNATIONAL JOURNAL OF IMAGING SYSTEMS AND TECHNOLOGY	1.139
PHYSIOLOGICAL AND MOLECULAR PLANT PATHOLOGY	1.139
PROTEIN JOURNAL	1.139
REVISTA BRASILEIRA DE PARASITOLOGIA VETERINARIA	1.139
Social Psychology of Education	1.139
Surgical Infections	1.139
Bulletin of Mathematical Sciences	1.138
OXFORD BULLETIN OF ECONOMICS AND STATISTICS	1.138
OXFORD BULLETIN OF ECONOMICS AND STATISTICS	1.138
EVALUATION AND PROGRAM PLANNING	1.137
VETERINARY RADIOLOGY & ULTRASOUND	1.137
JOURNAL OF POPULATION ECONOMICS	1.136
INTERNATIONAL JOURNAL OF HEALTH SERVICES	1.135
INTERNATIONAL JOURNAL OF HEALTH SERVICES	1.135
Image Analysis & Stereology	1.135
Journal of Forensic and Legal Medicine	1.135
Journal of Renewable and Sustainable Energy	1.135
OPTIMIZATION AND ENGINEERING	1.135
JOURNAL OF DEVELOPMENT STUDIES	1.134
JOURNAL OF FINANCIAL MARKETS	1.134
PERFUSION-UK	1.134
SYNTHETIC COMMUNICATIONS	1.134
Asian Business & Management	1.133
BRITISH JOURNAL OF EDUCATIONAL STUDIES	1.133
CHEMICAL & PHARMACEUTICAL BULLETIN	1.133
CLEFT PALATE-CRANIOFACIAL JOURNAL	1.133
CONCURRENCY AND COMPUTATION-PRACTICE & EXPERIENCE	1.133
Cadernos de Saude Publica	1.133
Cadernos de Saude Publica	1.133
Environmental Health and Preventive Medicine	1.133
Environmental Health and Preventive Medicine	1.133
JOURNAL OF COMMUNITY & APPLIED SOCIAL PSYCHOLOGY	1.133
JOURNAL OF ORTHOPAEDIC SCIENCE	1.133
PUBLIC MONEY & MANAGEMENT	1.133
SOCIOLOGICAL PERSPECTIVES	1.133
EUROPEAN JOURNAL OF WOMENS STUDIES	1.132
INTERNATIONAL OPHTHALMOLOGY	1.132
Journal of Applied Philosophy	1.132
LEISURE SCIENCES	1.132
SURFACE AND INTERFACE ANALYSIS	1.132
ANNALES FRANCAISES D ANESTHESIE ET DE REANIMATION	1.131
JOURNAL OF FELINE MEDICINE AND SURGERY	1.131
Journal of Psychiatric and Mental Health Nursing	1.131
Journal of Psychiatric and Mental Health Nursing	1.131
Feminist Legal Studies	1.130
HIGH ABILITY STUDIES	1.130
JOURNAL OF COMMUNICATIONS AND NETWORKS	1.130
JOURNAL OF FINANCIAL SERVICES RESEARCH	1.130
PERSPECTIVES IN PSYCHIATRIC CARE	1.130
PERSPECTIVES IN PSYCHIATRIC CARE	1.130
SEMINARS IN ULTRASOUND CT AND MRI	1.130
SpringerPlus	1.130
GEOLOGICAL QUARTERLY	1.129
Mires and Peat	1.129
APPLIED RADIATION AND ISOTOPES	1.128
AURIS NASUS LARYNX	1.128
Journal of Mechanical Science and Technology	1.128
MEDIA CULTURE & SOCIETY	1.128
JOURNAL OF FORENSIC SCIENCES	1.127
POTATO RESEARCH	1.127
PHARMAZIE	1.126
REVUE DE MEDECINE INTERNE	1.126
Communications in Number Theory and Physics	1.125
ELT Journal	1.125
FLORA	1.125
JOURNAL OF THE AMERICAN SOCIETY FOR HORTICULTURAL SCIENCE	1.125
JOURNAL OF THE ROYAL SOCIETY OF NEW ZEALAND	1.125
Literary and Linguistic Computing	1.125
MEDICINA CLINICA	1.125
COMPARATIVE EDUCATION	1.123
International Journal of Sustainability in Higher Education	1.123
Journal of Individual Differences	1.123
ANNALS OF MICROBIOLOGY	1.122
JOURNAL OF NEW MUSIC RESEARCH	1.122
TIJDSCHRIFT VOOR ECONOMISCHE EN SOCIALE GEOGRAFIE	1.122
Revista Matematica Complutense	1.121
Journal of Innovative Optical Health Sciences	1.120
PEDIATRIC HEMATOLOGY AND ONCOLOGY	1.120
ACTA ACUSTICA UNITED WITH ACUSTICA	1.119
Abacus-A Journal of Accounting Finance and Business Studies	1.119
Infectious Diseases	1.119
QUANTUM ELECTRONICS	1.119
INTERNATIONAL JOURNAL OF HUMAN-COMPUTER INTERACTION	1.118
INTERNATIONAL JOURNAL OF HUMAN-COMPUTER INTERACTION	1.118
International Journal of Network Management	1.118
Journal of Clinical Research in Pediatric Endocrinology	1.118
Journal of International Financial Management & Accounting	1.118
Medical Ultrasonography	1.118
Polar Science	1.118
STRUCTURAL ENGINEERING AND MECHANICS	1.118
IEEE TRANSACTIONS ON SEMICONDUCTOR MANUFACTURING	1.117
Mediterranean Politics	1.117
ACTA OTO-LARYNGOLOGICA	1.116
Chinese Journal of Integrative Medicine	1.116
ETRI JOURNAL	1.116
Eating Disorders	1.116
Eating Disorders	1.116
PhytoKeys	1.116
Thoracic Cancer	1.116
AUSTRALIAN GEOGRAPHER	1.115
MINERVA CHIRURGICA	1.115
Orthodontics & Craniofacial Research	1.115
Policy and Society	1.115
Feminist Theory	1.114
Journal of Managed Care & Specialty Pharmacy	1.114
LEGISLATIVE STUDIES QUARTERLY	1.114
Mind Culture and Activity	1.114
Scandinavian Journal of Occupational Therapy	1.114
Scandinavian Journal of Occupational Therapy	1.114
ANNALES DE PALEONTOLOGIE	1.113
FIBERS AND POLYMERS	1.113
IEEE Transactions on Computational Intelligence and AI in Games	1.113
INTERNATIONAL JOURNAL OF PERIODONTICS & RESTORATIVE DENTISTRY	1.113
Journal of Cosmetic and Laser Therapy	1.113
Geopolitics	1.112
INTERNATIONAL JOURNAL OF OFFENDER THERAPY AND COMPARATIVE CRIMINOLOGY	1.112
DYNAMICS OF ATMOSPHERES AND OCEANS	1.111
HONG KONG MEDICAL JOURNAL	1.111
JOURNAL OF EDUCATION FOR TEACHING	1.111
SYSTEM DYNAMICS REVIEW	1.111
European Journal of Development Research	1.110
HIGH TEMPERATURE	1.110
ISIJ INTERNATIONAL	1.110
AMERICAN JOURNAL OF PHARMACEUTICAL EDUCATION	1.109
AVIAN DISEASES	1.109
Games and Culture	1.109
NUCLEAR INSTRUMENTS & METHODS IN PHYSICS RESEARCH SECTION B-BEAM INTERACTIONS WITH MATERIALS AND ATOMS	1.109
European Annals of Otorhinolaryngology-Head and Neck Diseases	1.108
SCIENTIA AGRICOLA	1.108
COLORATION TECHNOLOGY	1.107
Geomechanics and Engineering	1.107
INTERNATIONAL JOURNAL OF LEXICOGRAPHY	1.107
Implant Dentistry	1.107
JOURNAL OF AEROSPACE ENGINEERING	1.107
JOURNAL OF LITERACY RESEARCH	1.107
Journal of Applied Remote Sensing	1.107
RESEARCH IN NONDESTRUCTIVE EVALUATION	1.107
REVISTA DE LA FACULTAD DE CIENCIAS AGRARIAS	1.107
SHOCK WAVES	1.107
Endocrinologia y Nutricion	1.106
Journal of Mathematical Fluid Mechanics	1.106
Latin American Journal of Solids and Structures	1.106
SEPARATION SCIENCE AND TECHNOLOGY	1.106
Cognition Technology & Work	1.105
Cognition Technology & Work	1.105
International Journal of Web and Grid Services	1.105
Journal of Early Modern History	1.105
Learning Culture and Social Interaction	1.105
BRAZILIAN JOURNAL OF CHEMICAL ENGINEERING	1.104
BRITISH JOURNAL OF SOCIAL WORK	1.103
Human Fertility	1.103
JOURNAL OF COMPARATIVE ECONOMICS	1.103
RESEARCH AND PRACTICE FOR PERSONS WITH SEVERE DISABILITIES	1.103
New Directions for Child and Adolescent Development	1.102
QUARTERLY JOURNAL OF ENGINEERING GEOLOGY AND HYDROGEOLOGY	1.102
Signal Image and Video Processing	1.102
Eklem Hastaliklari ve Cerrahisi-Joint Diseases and Related Surgery	1.101
Integrative Psychological and Behavioral Science	1.101
JOURNAL OF ECONOMIC HISTORY	1.101
JOURNAL OF PRODUCTIVITY ANALYSIS	1.101
Journal of Cardiothoracic Surgery	1.101
SOFT MATERIALS	1.101
COMPTES RENDUS BIOLOGIES	1.100
International Journal of Health Care Finance & Economics	1.100
Maderas-Ciencia y Tecnologia	1.100
SOLA	1.100
DISCRETE AND CONTINUOUS DYNAMICAL SYSTEMS	1.099
HYPERTENSION IN PREGNANCY	1.099
BIOREMEDIATION JOURNAL	1.098
European Journal of Political Economy	1.098
Journal of Personnel Psychology	1.098
Journal of Service Theory and Practice	1.098
Voluntas	1.098
Computational Methods in Applied Mathematics	1.097
Health Promotion Journal of Australia	1.097
THEORETICAL AND COMPUTATIONAL FLUID DYNAMICS	1.097
Environmental Engineering and Management Journal	1.096
Medical Education Online	1.096
Rendiconti Lincei-Matematica e Applicazioni	1.096
WASHINGTON QUARTERLY	1.096
AMERICAN JOURNAL OF DERMATOPATHOLOGY	1.095
APPLIED STOCHASTIC MODELS IN BUSINESS AND INDUSTRY	1.095
AQUACULTURE INTERNATIONAL	1.095
GEOSCIENCES JOURNAL	1.095
International Journal for Multiscale Computational Engineering	1.095
JOURNAL OF FOURIER ANALYSIS AND APPLICATIONS	1.095
JOURNAL OF INCLUSION PHENOMENA AND MACROCYCLIC CHEMISTRY	1.095
MINI-REVIEWS IN ORGANIC CHEMISTRY	1.095
Palaeontologische Zeitschrift	1.095
Educacion XX1	1.094
Inverse Problems and Imaging	1.094
QUALITY & QUANTITY	1.094
QUALITY & QUANTITY	1.094
URSUS	1.094
Vascular and Endovascular Surgery	1.094
Dermatologic Therapy	1.093
FOLIA NEUROPATHOLOGICA	1.093
International Journal of Immunogenetics	1.093
JOURNAL OF TROPICAL PEDIATRICS	1.093
Journal of Forest Economics	1.093
Journal of Forest Economics	1.093
Thermal Science	1.093
ADMINISTRATION & SOCIETY	1.092
IET Circuits Devices & Systems	1.092
Journal of Neurological Surgery Part B-Skull Base	1.092
Stata Journal	1.092
Stata Journal	1.092
BRAZILIAN JOURNAL OF MICROBIOLOGY	1.091
CANADIAN JOURNAL OF ELECTRICAL AND COMPUTER ENGINEERING-REVUE CANADIENNE DE GENIE ELECTRIQUE ET INFORMATIQUE	1.091
Management Communication Quarterly	1.091
Scandinavian Journal of Hospitality and Tourism	1.091
Surface Innovations	1.091
INDIANA LAW JOURNAL	1.090
JOURNAL FOR THE SCIENTIFIC STUDY OF RELIGION	1.090
JOURNAL OF SEISMOLOGY	1.089
Nutrition & Dietetics	1.089
PEDIATRIC AND DEVELOPMENTAL PATHOLOGY	1.089
SCANDINAVIAN CARDIOVASCULAR JOURNAL	1.089
Advances in Skin & Wound Care	1.088
Advances in Skin & Wound Care	1.088
BIRD CONSERVATION INTERNATIONAL	1.088
Criminology & Criminal Justice	1.088
Health Security	1.088
SOILS AND FOUNDATIONS	1.088
APPLIED NUMERICAL MATHEMATICS	1.087
JOURNAL OF NEMATOLOGY	1.087
NUKLEARMEDIZIN-NUCLEAR MEDICINE	1.087
PERCEPTION	1.087
PERCEPTION	1.087
AUSTRALIAN PSYCHOLOGIST	1.086
Avian Conservation and Ecology	1.086
Danish Medical Journal	1.086
JOURNAL OF OBSTETRICS AND GYNAECOLOGY RESEARCH	1.086
JOURNAL OF REINFORCED PLASTICS AND COMPOSITES	1.086
AUSTRALASIAN PLANT PATHOLOGY	1.085
CORROSION REVIEWS	1.085
Discourse & Communication	1.085
GRANA	1.085
International Transactions on Electrical Energy Systems	1.085
Progress in Development Studies	1.085
Proceedings of the Institution of Mechanical Engineers Part O-Journal of Risk and Reliability	1.084
Astin Bulletin	1.083
Astin Bulletin	1.083
Balkan Medical Journal	1.083
COMPOSITE INTERFACES	1.083
ECONOMICS AND PHILOSOPHY	1.083
IBM JOURNAL OF RESEARCH AND DEVELOPMENT	1.083
CUAJ-Canadian Urological Association Journal	1.082
European Journal of Wood and Wood Products	1.082
FOLIA PARASITOLOGICA	1.082
Journal of Sexual Aggression	1.082
OPTICAL ENGINEERING	1.082
CHILDS NERVOUS SYSTEM	1.081
ANNALES DE L INSTITUT HENRI POINCARE-PROBABILITES ET STATISTIQUES	1.080
CANADIAN JOURNAL OF CHEMISTRY	1.080
Cross Cultural Management-An International Journal	1.080
Journal of Science Education and Technology	1.080
Journal of Science Education and Technology	1.080
POETICS	1.080
Transnational Environmental Law	1.080
INTERNATIONAL JOURNAL OF SATELLITE COMMUNICATIONS AND NETWORKING	1.079
JOURNAL OF CURRICULUM STUDIES	1.079
LYMPHOLOGY	1.079
NUMERICAL METHODS FOR PARTIAL DIFFERENTIAL EQUATIONS	1.079
Analytical Cellular Pathology	1.078
BIORHEOLOGY	1.078
International Journal of Mining Reclamation and Environment	1.078
ARCHIV FUR MOLLUSKENKUNDE	1.077
CAMBRIDGE QUARTERLY OF HEALTHCARE ETHICS	1.077
CAMBRIDGE QUARTERLY OF HEALTHCARE ETHICS	1.077
International Journal of Polymer Science	1.077
JOURNAL OF MATHEMATICAL PHYSICS	1.077
JOURNAL OF THE OPERATIONAL RESEARCH SOCIETY	1.077
JOURNAL OF THE OPERATIONAL RESEARCH SOCIETY	1.077
American Journal of Audiology	1.076
JOURNAL OF ENGINEERING MATHEMATICS	1.076
JOURNAL OF PEDIATRIC HEMATOLOGY ONCOLOGY	1.076
Journal of Oleo Science	1.076
BIOMETRICAL JOURNAL	1.075
Journal of Web Semantics	1.075
R Journal	1.075
STATISTICAL MODELLING	1.074
VETERINARY CLINICS OF NORTH AMERICA-FOOD ANIMAL PRACTICE	1.074
DENTAL MATERIALS JOURNAL	1.073
GROUP DYNAMICS-THEORY RESEARCH AND PRACTICE	1.073
JOURNAL OF ADHESION SCIENCE AND TECHNOLOGY	1.073
ADVANCED NONLINEAR STUDIES	1.072
AUSTRALIAN JOURNAL OF PUBLIC ADMINISTRATION	1.072
ANTHROZOOS	1.071
ANTHROZOOS	1.071
Bulletin of the Peabody Museum of Natural History	1.071
Central European Journal of Geosciences	1.071
HELVETICA CHIMICA ACTA	1.071
JOURNAL D ANALYSE MATHEMATIQUE	1.071
JOURNAL OF ASIAN NATURAL PRODUCTS RESEARCH	1.071
PRESSE MEDICALE	1.071
Studies in Conflict & Terrorism	1.071
Ukrainian Journal of Physical Optics	1.071
BERNOULLI	1.070
GEBURTSHILFE UND FRAUENHEILKUNDE	1.070
Johnson Matthey Technology Review	1.070
Journal of Health Organization and Management	1.070
Processing and Application of Ceramics	1.070
AMERICAN JOURNAL OF PHYSICS	1.069
INDIAN JOURNAL OF DERMATOLOGY	1.069
International Journal of Clinical and Experimental Medicine	1.069
JOURNAL OF HOUSING ECONOMICS	1.069
Pharmacognosy Magazine	1.069
DEFENCE AND PEACE ECONOMICS	1.068
EXPERIMENTAL AGRICULTURE	1.068
INTERNATIONAL JOURNAL OF GEOMETRIC METHODS IN MODERN PHYSICS	1.068
Mammal Research	1.068
